DOI,Title,Type
10.1158/1538-7445.sabcs22-p3-05-20,Abstract P3-05-20: Low 21-Gene Recurrence Score Is Not Associated with a High Axillary Nodal Burden in Post-Menopausal Women Presenting with a Clinically Negative Axilla,journal-article
10.1158/1538-7445.sabcs22-pd6-06,Abstract PD6-06: PD6-06 Racial and ethnic disparities with influenza vaccine use in long-term survivors of metastatic breast cancer,journal-article
10.1158/1538-7445.sabcs22-p4-03-37,Abstract P4-03-37: The characteristics of male breast cancer by molecular subtypes: a population-based study,journal-article
10.1158/1538-7445.sabcs22-p6-12-08,Abstract P6-12-08: Identifying FOXA1 Binding Partners using Proximity Labeling,journal-article
10.1158/1538-7445.sabcs22-p1-05-09,Abstract P1-05-09: Targeting treatment to tumor response: demonstration of response monitoring with subsequent impact on treatment choices in real time utilizing a novel technology,journal-article
10.1158/1538-7445.sabcs22-pd3-06,Abstract PD3-06: Robotic Stereotactic APBI for Early-Stage Breast Cancer: 2-year Outcomes of a Prospective Multi-Institutional Trial,journal-article
10.1158/1538-7755.asgcr23-abstract-20,"Abstract 20: Clinical and Non-Clinical Determinants of Cervical Cancer Mortality: A Retrospective Cohort Study in Lagos, Nigeria",journal-article
10.1158/1538-7755.asgcr23-abstract-34,Abstract 34: Evaluation of Potential Risk for Developing Treatment-Associated Late Effects Among Childhood Cancer Survivors in Northern Tanzania,journal-article
10.1158/1538-7755.asgcr23-abstract-51,Abstract 51: Impacts of the COVID-19 Pandemic on Pediatric and Adolescent Cancer Care in Northern Tanzania,journal-article
10.1158/1538-7755.asgcr23-abstract-28,Abstract 28: Design Workshops: Participatory Co-Design and Iterative Adaptation of Cervical Cancer Screening Implementation Plans in Peru,journal-article
10.1158/2159-8290.cd-rw2023-058,Air Pollution Promotes Oncogenic Expansion of Mutant Lung Progenitor Cells,journal-article
10.1158/1538-7445.am2023-2454,Abstract 2454: Identification of colorectal cancer stem cells from single cell RNA sequencing,journal-article
10.1158/1538-7445.am2023-513,Abstract 513: Suppressing YBX1 with a small molecule inhibitor sensitizes lung cancer to chemotherapy,journal-article
10.1158/1538-7445.am2023-3143,Abstract 3143: A bioinformatic pipeline for identifying change-of-metabolic-function cancer mutations,journal-article
10.1158/2159-8290.cd-nd2023-0011,Selpercatinib Shifts Treatment Paradigm for MTC and NSCLC,journal-article
10.1158/1538-7445.am2023-2933,"Abstract 2933: Novel CD123xCD3 bispecific IgM antibody, IGM-2537, potently induces T-cell mediated cytotoxicity of acute myeloid leukemia cells with minimal cytokine release",journal-article
10.1158/1538-7445.am2023-494,"Abstract 494: BPI-452080: A potent and selective HIF-2α inhibitor for the treatment of clear cell renal cell carcinoma, von Hippel-Lindau disease, and other solid tumors",journal-article
10.1158/1538-7445.metastasis22-b029,"Abstract B029: CM24, a novel mAb against carcinoembryonic antigen-related cell adhesion molecule 1 (CEACAM1), suppresses Neutrophil Extracellular Trap (NET)-induced migration and metastasis of cancer cells",journal-article
10.1158/1538-7445.am2023-lb233,Abstract LB233: Preclinical analysis identifies predictive biomarker and potential pathways of resistance to lurbinectedin treatment in small cell lung cancer,journal-article
10.1158/1538-7445.am2023-lb011,Abstract LB011: Development of novel protein drug conjugates (PDCs) for the selective targeting of ALPP/ALPPL2 expressing tumors,journal-article
10.1158/1538-7445.am2023-ct135,"Abstract CT135: A pilot clinical study of orotecan (oral irinotecan HCl, VAL-413) in patients with recurrent pediatric solid tumors",journal-article
10.1158/1538-7445.am2023-lb098,Abstract LB098: Combination of a PD-1/CTLA-4 bispecific antibody with orally active PD-L1 inhibitor MAX-10181 effectively increased the percentage of tumors inhibited in animal model study,journal-article
10.1158/1538-7755.disp23-c129,Abstract C129: Impact of COVID-19 on colorectal cancer screening disparities: Results from a large commercially insured population in the United States,journal-article
10.1158/1538-7755.disp23-b131,Abstract B131: Social drivers of adverse health outcomes among cancer survivors,journal-article
10.1158/1535-7163.targ-23-a132,Abstract A132: Pathological analysis of a newly established immunocompetent mice with full Hpv16 genome integration,journal-article
10.1158/1535-7163.targ-23-c041,Abstract C041: Drug repurposing to target TGF-β in chemoresistant high-grade serous ovarian cancer,journal-article
10.1158/1535-7163.targ-23-b103,"Abstract B103: Statins decrease mesothelial clearance, an early step in ovarian cancer metastasis",journal-article
10.1158/1535-7163.targ-23-c165,"Abstract C165: Zurletrectinib, a next-generation TRK inhibitor shows strong intracranial activity against NTRK fusion-positive tumors with on-target resistance to first-generation drugs",journal-article
10.1158/1535-7163.targ-23-c159,Abstract C159: ALK signaling primes the DNA damage response allowing exploitation of ATR inhibition in ALK-driven Neuroblastoma,journal-article
10.1158/1535-7163.targ-23-a169,Abstract A169: Overcoming tumor-associated immune suppression and resistance to cancer immunotherapy using Hyal2-ADCC,journal-article
10.1158/1538-7755.disp23-b109,Abstract B109: Guidelines from the PRIMED Consortium on the use of population descriptors in polygenic risk model development and application,journal-article
10.1158/1538-7445.agca22-b023,Abstract B023: Enhanced survival and adherence of melphalan-induced senescent-like dormant multiple myeloma cells co-cultured with bone marrow stromal cells,journal-article
10.1158/1538-7445.am2023-lb146,Abstract LB146: Imaging surveillance practice patterns among older adults with stage I/II non-small cell lung cancer,journal-article
10.1158/1538-7445.am2023-lb114,Abstract LB114: Colon cancer preventive efficacy of ONC201 and naproxen alone or in combination in FAP relevant PIRC rat model,journal-article
10.1158/1538-7445.am2023-lb077,Abstract LB077: Analysis of indel and structural variant error profiles in deep next generation sequencing data,journal-article
10.1158/1055-9965.epi-23-0358,Adolescent Physical Activity and Breast Cancer Risk in Young Women: Findings From the ProF-SC Study,journal-article
10.1158/1055-9965.epi-23-0360,"Association Between Clinical, Demographic Factors, and Substance Use Among Young Adult Survivors of Childhood Cancer",journal-article
10.1158/1538-7445.metastasis22-b050,Abstract B050: Reproducible and effective preclinical models of prostate cancer metastasis established with PDXs,journal-article
10.1158/1055-9965.epi-23-0374,Racial Disparities in Prostate Cancer Mortality Rates Partially Explained By Differences in Dietary and Lifestyle Factors,journal-article
10.1158/1538-7445.am2023-2530,Abstract 2530: DELE1 loss and dysfunctional integrated stress signaling in <i>TP53</i> mutated AML is a novel pathway for venetoclax resistance,journal-article
10.1158/1538-7445.am2023-3591,Abstract 3591: Does the metastatic immunoenvironment determine poor immunotherapy responses,journal-article
10.1158/1538-7445.am2023-6505,Abstract 6505: ColoScape test: a molecular assay to detect early-stage colorectal cancer in plasma cell-free DNA,journal-article
10.1158/2159-8290.cd-rw2023-148,Proteostasis Network Modulation Promotes Resistance to KRAS Inhibitors,journal-article
10.1158/1538-7755.disp23-c001,Abstract C001: Effective visualization of methylation changes in prostate cancer among African American men,journal-article
10.1158/1538-7755.disp23-a007,Abstract A007: Expanding clinical trial awareness among Black communities through digital engagement,journal-article
10.1158/1538-7755.disp23-c136,"Abstract C136: Magnetic nanoparticles and quantum dots coupled visual confirmation of cervical cancer cells from cytology samples: A cost-effective, quick and suitable test for rural Indian set-up",journal-article
10.1158/1538-7755.disp23-b104,Abstract B104: The invisible divide: The impact of race and location on multiple myeloma outcomes in Arkansas,journal-article
10.1158/1538-7755.disp23-b008,Abstract B008: Survival outcomes in older people living with HIV and cancer,journal-article
10.1158/1535-7163.targ-23-lb_c20,Abstract LB_C20: A tumor-associated chemokine attracts CCR4-expressing CD4+ cells to foster immune repression and tumor aggressiveness in MYCN-driven neuroblastoma,journal-article
10.1158/1535-7163.targ-23-c176,"Abstract C176: Cancer-specific AI identifies multi-modal biomarkers of therapeutic response for 1,951 drugs including TNG348, a highly selective USP1 inhibitor",journal-article
10.1158/1535-7163.targ-23-b023,Abstract B023: The next-generation farnesyltransferase inhibitor KO-2806 constrains compensatory signaling reactivation to deepen responses to KRASG12D inhibition,journal-article
10.1158/1535-7163.targ-23-c061,Abstract C061: GNL3 promotes prostate cancer growth by regulating androgen receptor protein stability,journal-article
10.1158/1535-7163.targ-23-a173,"Abstract A173: ASP2074, a novel tetraspanin 8 x CD3 bispecific antibody, demonstrates selectivity and antitumor activity in preclinical cancer models",journal-article
10.1158/1538-7755.disp23-c125,Abstract C125: Prostate specific antigen testing patterns and prostate cancer stage at diagnosis in Ohio cancer patients,journal-article
10.1158/1538-7755.disp23-a098,Abstract A098: Preliminary results of a self-reported financial toxicity survey study among rural cancer patients treated with radiotherapy,journal-article
10.1158/1535-7163.targ-23-a140,Abstract A140: A physiologically based pharmacokinetic modeling approach for predicting the exposure of irinotecan and its active metabolite (SN-38) in cancer patients,journal-article
10.1158/1535-7163.targ-23-lb_b23,Abstract LB_B23: <i>Magnetospirillum magneticum</i> promotes iron competition and triggers apoptosis in human cancer cells,journal-article
10.1158/1535-7163.targ-23-a175,"Abstract A175: A comparative meta-analysis of survival outcomes in Non-Small Cell Lung Cancer: Influence of tumor mutational burden and KEAP1, KRAS, STK11 mutations on the efficacy of immunotherapy combined with chemotherapy versus chemotherapy alone",journal-article
10.1158/1940-6215.precprev22-p009,Abstract P009: Plasma concentrations of multiple oxysterols and risk of colorectal adenomas,journal-article
10.1158/1538-7445.am2023-1145,Abstract 1145: PH020-803: an MTA-cooperative and brain-penetrable PRMT5 inhibitor that selectively targets MTAP-deleted tumors,journal-article
10.1158/1538-7445.am2023-5104,Abstract 5104: Targeting IL-1B synergizes with PD-1 blockade for enhanced T and B cell immune responses and inhibition of early lung cancer development,journal-article
10.1158/1535-7163.targ-23-b034,Abstract B034: A phase 2 basket study of the oral MDM2 inhibitor milademetan for <i>MDM2</i>-amplified advanced solid tumors (MANTRA-2),journal-article
10.1158/2326-6066.cir-23-0585,Exercise as an Immune Boost: Mechanism-Driven Support for Lifestyle Interventions,journal-article
10.1158/1538-7445.am2023-644,Abstract 644: Gut microbiota-derived metabolites as regulators of immunity in pre-cancer,journal-article
10.1158/1557-3125.ras23-pr09,Abstract PR09: KRAS-targeted PROTAC degraders are broadly efficacious against KRAS-dependent tumor models,journal-article
10.1158/1538-7445.am2023-137,Abstract 137: Epigenetic regulation of APOBEC3A mutagenesis and tumor evolution during targeted therapy in non-small cell lung cancer,journal-article
10.1158/1538-7445.am2023-ct023,Abstract CT023: Phase 1 trial of CD19/CD20 bispecific chimeric antigen receptor-engineered naïve/memory T cells for relapsed or refractory non-Hodgkin lymphoma,journal-article
10.1158/1538-7445.am2023-6206,"Abstract 6206: Combined inhibition of AXL and ATR enhances replication stress, cell death and immune response in small cell lung cancer",journal-article
10.1158/0008-5472.can-22-3350,Neuroblastoma Differentiation: The Untapped Potential of Mitochondrial Uncouplers,journal-article
10.1158/2159-8290.cd-rw2023-002,<i>IL7</i> Genetic Variation Predicts Immune-Related Adverse Events,journal-article
10.1158/1538-7445.am2023-lb282,Abstract LB282: RUNX2 is a master transcription factor that determines the identity of cancer-associated fibroblast subtypes with abnormal activation in the tumor microenvironment,journal-article
10.1158/1538-7445.sabcs22-ot3-30-01,Abstract OT3-30-01: A randomized double-blind placebo controlled phase 3 trial on the effect of Salovum™ and SPC-Flakes™ on abemaciclib-induced gastrointestinal toxicity in early breast cancer – the ASF-BC study,journal-article
